label,category,locality,postal_code,latitude,longitude,description,ville_proche
Centre de vacances - L'Alpage,Logement,La Chaux-du-Dombief,39150,46.6143949,5.91381624,La colonie peut accueillir 47 personnes en gestion libre. Elle est composée de 11 chambres de 2 à 6 lits et une salle de restauration.,222
Hôtel du Nord,Logement,Besançon,25000,47.237392,6.026039,"En plein centre-ville, dans un site exceptionnel entre rives du Doubs et collines, l'Hôtel du Nord vous offre un accueil familial et chaleureux.",81
L'Ecole de la Vallée,Logement,Saint-Jean-de-Vaux,71640,46.80998,4.696344,,359
Eglise de l'Asomption de la Sainte-Vierge,Site culturel,Cersot,71390,46.7087493,4.6266441,L'église de Cersot a connu plusieurs périodes de construction : seule la nef est d'origine romane.,316
Musée de la Pince,Activité,Montécheroux,25190,47.3499571,6.806157,Surprenant musée présentant un savoir-faire original qui fit de Montécheroux la capitale mondiale de la pince maillée. Une histoire étonnante !,151
La Léontine,Logement,Treigny-Perreuse-Sainte-Colombe,89520,47.539856,3.220559,,473
Les Tanneries,Restaurant,Ornans,25290,47.106335,6.143939,Sirotez un verre sur la plus belle terrasse d'Ornans !,145
La Bonne Vie,Logement,Saint-Maurice-lès-Couches,71490,46.8692303,4.60493844,Hébergement de confort à 20 minutes du A6. Maisons individuelles. Capacité de 1 à 5 lits.,330
L'Ile Chaumette,Activité,Épervans,71380,46.7386686,4.90029329,"L’Ile Chaumette à Epervans, réserve ornithologique, permet une agréable promenade en bord de Saône. Accessible toute l'année. Pêche avec une carte.",341
Le Petit Chatel,Logement,Chenay-le-Châtel,71340,46.226714,3.938976,,356
Le Cassissier,Logement,Rouvres-en-Plaine,21110,47.239376,5.140214,,51
Le Pressoir,Logement,Saint-Martin-sous-Montaigu,71640,46.815059,4.714295,,359
La Gravelle de Montcrecon,Logement,Saint-Martin-du-Puy,58140,47.3402401,3.89123768,,244
La Roche du creux - Studio en résidence - B411KUD00,Logement,Bois-d'Amont,39220,46.548087,6.14421644,,183
Chambre d'hôtes de la Varine,Logement,La Chailleuse,39570,46.60249,5.51248,"Chambre d'hôte située au cœur de St-Laurent-la-Roche, aux pieds du magnifique belvédère du Jura. Notre établissement propose quatre chambres uniques.",226
Élevage porcin Bole,Activité,Paroy,25440,47.0439535,5.88179237,,155
Via Ferrata de la Roche au Dade,Activité,Hauts de Bienne,39400,46.5257034,6.02017486,"Equipée d'échelles, ponts de singes et pont népalais, elle domine la vallée de Morez. D'une dénivellation de 216 m et d'une longueur totale de 400 m.",209
Gros Anne,Activité,Vosne-Romanée,21700,47.1587151,4.9551391,,44
La grange Lucassite,Site culturel,Villeneuve-sur-Yonne,89500,48.0831316,3.2953427,Ancien atelier de l'artiste Luc Rechner dit Lucas (1924-2004) cet espace est désormais un lieu d'exposition.,484
Les Petites Cantines,Restaurant,Mâcon,71000,46.30364,4.83112,C'est une grande cuisine ouverte où les habitants s'accueillent et se rencontrent.,355
Febvre Aurélien,Activité,Thorey-sous-Charny,21350,47.3245558,4.4487387,,72
Le Colombier,Logement,Escolives-Sainte-Camille,89290,47.7199922,3.6057886,,426
La Maison des 2 Lacs,Logement,Clairvaux-les-Lacs,39130,46.579559,5.744331,,189
Une pause à la campagne,Logement,Mervans,71310,46.80581,5.146968,Lieu d'hébergement au calme en pleine nature.,361
L'Ours Pimpant,Restaurant,Dijon,21000,47.31997,5.03953,,19
Restaurant Le Klube,Restaurant,Ahuy,21121,47.3557899,5.0387525,,1
La Campagne à la Ville- Rez-de-chaussée,Logement,Héricourt,70400,47.568489,6.752239,,282
Restaurant Les cent vignes,Restaurant,Beaune,21200,47.0330111,4.8395955,"Le restaurant du camping municipal de Beaune vous accueille du mardi au dimanche pendant toute la saison, de début avril jusqu'à fin octobre.",7
Chez Laurette,Restaurant,Baume-les-Dames,25110,47.352149,6.360173,"Ce restaurant convivial est situé en plein cœur de la ville. Le chef vous propose une cuisine française, franc-comtoise ou italienne.",79
"Atelier Palette en Soie (Cours, stages)",Activité,Crêches-sur-Saône,71680,46.251058,4.7791274,"Cours, stages d'initiation : peinture sur soie, et peinture  à l'huile  et/ou acrylique  sur toile .  4 personnes maximum par atelier.",331
Gîte de groupe derrière la Roche,Logement,Péseux,25190,47.320609,6.702034,"Ancienne ferme entièrement restaurée, isolée au milieu de forêts et vastes prairies sur un terrain de 10 ha à 1 km du village.",151
Le Gîte de la Vallée du Serein,Logement,Guillon-Terre-Plaine,89420,47.5140931,4.0953941,,419
Aire de services pour camping-cars à la Ferme du Port Aubry,Logement,Cosne-Cours-sur-Loire,58200,47.3871422,2.90754673,,235
Château de Challanges,Logement,Beaune,21200,47.0078994,4.8671288,Il suffit de pousser la grille en fer forgé pour ressentir l'ambiance paisible qui se dégage de cet hôtel qui ne ressemble à aucun autre.,7
Balades sonores : Randonnée Arguel-Pugey,Activité,Besançon,25720,47.1980393,6.0021409,Cette randonnée sonore proposée par le Grand Besançon vous invite à vivre le patrimoine culturel des communes d’Arguel et Pugey.,83
LesMax,Logement,Luxeuil-les-Bains,70300,47.811714,6.370314,,285
Saumaize Jacques,Activité,Vergisson,71960,46.3292456,4.6945526,,374
Boulangerie pâtisserie Chagrot,Restaurant,Mignovillard,39250,46.7912125,6.1279202,"Pain, viennoiseries, pâtisseries, sandwichs, quiches, pizzas, croque-monsieur, baguettes Comtoises et boissons. Sur place ou à emporter.",112
Lavoir du chemin des Breaux,Site culturel,Mailly-la-Ville,89270,47.6045246,3.67890447,,434
Bien être et massage avec Olivier Sorondo,Activité,La Machine,58260,46.888733,3.4606201,,246
Le Marais,Restaurant,Montigny-lès-Vesoul,70000,47.637305,6.081959,"Stéphane, Benjamin et leur équipe vous accueillent dans une déco rock et chaleureuse pour bruncher, déjeuner, goûter ou dîner.",304
Lieu de parachutage - Seconde Guerre mondiale,Site culturel,Bissey-sous-Cruchaud,71390,46.735304,4.692445,Un projet de matérialisation des anciens lieux de parachutages de la Seconde Guerre mondiale a pris forme dans le département à l'initiative des CVR.,316
Bibliothèque municipale,Activité,Gray,70100,47.44563,5.59223,,280
Silver Café,Restaurant,Auxerre,89000,47.7974322,3.5685115,"Bienvenue au Silver Café .
Profitez de nos  retransmissions des matchs de foot et de rugby.",418
Aire de service pour camping-cars,Logement,La Clayette,71800,46.2940425,4.30344626,"Aire de service pour les campings-car, à proximité du centre-ville.",328
Prieuré Saint Martin,Site culturel,Mesvres,71190,46.8603965,4.24161824,,343
Gîte le Balnéo,Logement,Échenoz-le-Sec,70000,47.5254658,6.1480637,Hébergement de plein-pied douillet préparé avec soin pour des vacances en duo ou en famille. Profitez d’un séjour alliant confort et modernité.,274
Camping Municipal Les Trois Rivières,Logement,Louhans,71500,46.6241856,5.2175207,C'est dans un endroit calme et verdoyant que nous vous accueillerons et nous ferons tout notre possible pour rendre votre séjour agréable.,353
Location touristique,Logement,Essert,90850,47.6348437,6.82581424,Appartement tourisme 5 personnes,498
Gîte Cotinus,Logement,Chiddes,71220,46.453027,4.517392,"Le gîte Cotinus vous offre une pause détente dans le sud Bourgogne. Calme, tranquillité, farniente  vous attendent.",329
La Maison des Vins,Restaurant,L'Étoile,39570,46.7124192,5.53787369,,208
Nordikroad - Visite du parc animalier,Activité,Dommartin-lès-Cuiseaux,71480,46.49003,5.29542,"Découverte nordique avec nos chiens de traineaux . 
Rencontre avec la meute et nos petits animaux de médiation.",412
Gameplay,Restaurant,Vesoul,70000,47.618718,6.155727,"Le Gameplay est un projet bar geek à l'ambiance moderne inspirée de l'univers des jeux vidéo, des super héros et des mangas.",305
Château de Villemenant,Site culturel,Guérigny,58130,47.0934,3.20706,,242
La Ferme de Chantemerle,Activité,Rosay,39190,46.5502748,5.45978872,"Miellerie en agriculture biologique située en petite montagne jurassienne. 
Respect et passion des abeilles au cœur du travail des deux apiculteurs.",181
Oeuvre du lavoir de Blessey à Source-Seine,Site culturel,Source-Seine,21690,47.491375,4.691591,,72
La Ferme du Theu,Logement,Brienne,71290,46.557371,5.024349,,335
Gîte de la Boutière,Logement,Saint-Léger-sous-Beuvray,71990,46.928984,4.099154,,343
Musée les Flûtes du monde,Activité,Saint-Honoré-les-Bains,58360,46.9041172,3.83205951,,249
Plan d'eau du Breuil,Activité,Bourbon-Lancy,71140,46.6234208,3.7554628,"Au programme, skate-parc, air de jeux pour enfants, tables de pique-nique, pêche, rosalies, accès à la voie verte .",313
Auprès de mon arbre,Logement,Plottes,71700,46.531205,4.872464,,409
La Ferme des Bêllets,Activité,Clux-Villeneuve,71270,46.95666,5.18465,"La Ferme des Bêllets, exploitation agricole respectueuse des animaux et de l'environnement, à Clux-Villeneuve.",63
Parcours découvertes Epiques Epoques des célébrités,Activité,Vitteaux,21350,47.3958856,4.5385029,,72
Jardin de Recologne,Logement,Recologne,70130,47.581648,5.7767799,"Le ""Jardin de Recologne"" est une villa tout confort qui se dresse sur les hauteurs du village de Recologne-lès-Ray et surplombe la Saône !",273
Le Cerisier 14 personnes,Logement,Merceuil,21190,46.947945,4.840411,,337
La Table du Martin Bel-Air,Restaurant,Saint-Martin-du-Tertre,89100,48.2123514,3.2584091,"Cuisine traditionnelle élaborée à base de produits frais et régionaux, dans un cadre convivial et raffiné à 2 km de Sens.",464
Dury Bernard,Activité,Merceuil,21190,46.9594495,4.8690811,,387
Véronique Mangold,Activité,Beaune,21200,47.0183366,4.8276044,"Redécouvrez le plaisir de la visite guidée avec Véronique, qui vous fera revivre la Grande et la Petite Histoire, hauts lieux de la Bourgogne.",7
Appartement - Les Catharus,Logement,Montmorot,39570,46.6787639,5.5435962,Logement spacieux dans maison au calme à 10 minutes à pied du centre ville et 15/20 minutes des Thermes et à 3/5 mn en voiture. 2ème étage,204
Le Nid du Hibou,Logement,Saint-Julien-de-Civry,71800,46.391124,4.230159,"Cette maison de vacances possède une piscine privée, un jardin et un parking privé gratuit.",322
Domaine nordique des 1000 etangs,Activité,La Montagne,70310,47.9242143,6.5837708,,288
La Carrée,Logement,Les Fins,25500,47.0604159,6.62765053,"Dans un cadre de verdure, à proximité de la ville, Sylvaine et Christophe vous accueillent dans une ambiance chic de bois et de pierre.",108
Une autre maison,Logement,Pupillin,39600,46.8828108,5.7583203,"Ancienne ferme du XIXe siècle entièrement rénovée et située dans un authentique village vigneron, cette maison d'hôtes est une halte idéale.",178
Côté Rivière,Logement,Nevy-sur-Seille,39210,46.7430452,5.62683438,"Dans un cadre unique et atypique, apprêtez-vous à passer un séjour inoubliable au pied du vignoble du Jura en bord de Seille.",197
La Nation,Restaurant,Cluny,71250,46.433297,4.6587456,,329
Fruitière des Coteaux de Seille,Activité,Lavigny,39210,46.7275,5.60194444,"Fromagerie traditionnelle située au cœur du vignoble jurassien. Producteur et affineur comté, morbier, tomme et raclette lait cru. Vente directe.",197
Église Sainte-Anne,Site culturel,Maconge,21320,47.2204986,4.578063,,49
Chez Nick et Martine,Logement,Palinges,71430,46.565614,4.224836,"Martine & Nick, anglais d'origine et bourguignon d'adoption, vous accueillent dans une demeure traditionnelle du XVIIIe intégralement restaurée.",369
La Table de Beauregard,Restaurant,Longvic,21600,47.27156,5.04165,,33
Samouraï Sushis,Restaurant,Besançon,25000,47.2383359,6.02904796,Notre chef concocte pour vous des sushis allant des plus traditionnels aux plus modernes de la gastronomie nippone et créent des nouvelles saveurs..,81
Église Saint-Florent,Site culturel,Til-Châtel,21120,47.5179029,5.172448,,67
Piscine Olympique de Dijon Métropole,Activité,Dijon,21000,47.3157983,5.08482451,,53
La Laiterie de la charmotte,Logement,Gy,70700,47.416279,5.811477,,281
Eglise Saint-Martin et croix devant l'église,Site culturel,Granges,71390,46.7445932,4.7298147,"L’église romane de Granges, dédiée à saint-Martin et Saint-Eloi, date de la 1ère moitié du XIIème siècle.",348
Les Meublés de la Résidence du Ruisseau - Appartement n°1,Logement,Bourbon-Lancy,71140,46.6176714,3.77059224,"La Résidence du Ruisseau - Bourbon Lancy > Appartement N°1
Locations d'Appartements Meublés à Bourbon-Lancy (Professionnels, Curistes, Vacanciers...)",313
Ferme Le Devant,Activité,La Chapelle-Naude,71500,46.6598429,5.2686784,Pour vos commandes téléphonez-nous au 07 87 39 83 61 ou consultez notre webshop https://ferme-ledevant.fr/fr/produits,394
Chapelle Saint-Antoine,Site culturel,Saint-Agnan,71160,46.495408,3.90163772,,366
Chatel de Bierre,Logement,Bonnay-Saint-Ythaire,71460,46.568823,4.609666,"Authentique maison de vigneron du XVIIe, avec grande piscine, joli jardin et vue imprenable. 2 chambres et salle de bain.",382
Fontaine-lavoir de Theuley,Site culturel,Theuley,70120,47.622603,5.800957,"Bassin de source octogonal à ciel ouvert construit en 1850 dans ce petit village patrie de Jules Rimet, fondateur de la coupe du monde de football.",273
R402HAY00 - Studio - Résidence le Risoux,Logement,Les Rousses,39220,46.4886,6.05637,,218
La Grange d'Ernest,Logement,Saint-Émiland,71490,46.904922,4.484019,,392
Les Carmias,Logement,Chaux-des-Crotenay,39150,46.659232,5.971478,,222
Le Ban Bourguignon,Logement,Alise-Sainte-Reine,21150,47.53701,4.48903,,70
Le Loisy,Restaurant,Loisy,71290,46.581956,5.02833499,"Restaurant traditionnel, cuisine faite maison réalisée principalement avec des produits frais et si possible locaux.",335
Bibliothèque Liesle,Site culturel,Liesle,25440,47.061477,5.818988,,74
Gîte de Fontaine,Logement,Saint-Hilaire-Fontaine,58300,46.778706,3.632816,,227
Billard Père et Fils,Activité,La Rochepot,21340,46.9552603,4.6753888,,43
Maison Boudriot - Fournier,Logement,Issy-l'Évêque,71760,46.70822,3.97399,"Envie de vous ressourcer au calme entouré nature , balade et randonnée . . Des routes diverses pour les amateurs du vélo et VTT .",245
Le Fruitier de Germolles,Logement,Mellecey,71640,46.808468,4.754232,,339
Ptiote Vadrouille,Activité,Rully,71150,46.88043,4.75287,"Vol en montgolfière, suspendu en pleine nature au cœur de la Bourgogne.",377
La Grange Fleurie,Logement,Dommartin-lès-Cuiseaux,71480,46.507312,5.262161,,412
Glass Plexi Art by Isabelle POHL,Activité,Marcilly-lès-Buxy,71390,46.708229,4.5928195,"Des créations originales et colorées qui jouent avec la transparence du verre et du plexiglas : vitraux, lampes, peinture et gravures sur plexiglas",340
Le gîte de l'ambiance,Logement,Francheville,21440,47.45345,4.8811,,69
Maison natale de François Pompon,Logement,Saulieu,21210,47.2799725,4.230294,,57
Bar restaurant Les Délices d'Asie,Restaurant,Saint-Fargeau,89170,47.6405,3.07268,"Restauration asiatique, terrasse, à emporter, wifi gratuit, accessible aux personnes à mobilité réduite.",460
Viande des Prairies,Activité,Saint-Julien-de-Jonzy,71110,46.2527509,4.1554303,Viande de bœuf certifiée BIO de race charolaise ou limousine en vente directe à la ferme : terrines/plats cuisinés/viande fraîche/steak haché surgelé.,351
La Dorme,Logement,Pleure,39120,46.9147498,5.45708332,,195
La vieille chèvrerie,Logement,Viserny,21500,47.561317,4.279327,,61
Gîtes de l'Arboretum,Logement,Dompierre-les-Ormes,71520,46.354508,4.4838004,"Gite de luxe avec jacuzzi,  sauna ,billard ,baby-foot.",358
Mme Dappelo,Logement,Ravilloles,39170,46.4256967,5.8028841,"Coquet meublé, vous y apprécierez le calme et les belles randonnées aux alentours.",190
Circuit des cadrans solaires,Site culturel,Gray,70100,47.439552,5.561887,,268
Jardin de la Serrée,Site culturel,Mesmont,21540,47.308588,4.766104,,21
Les Frênes - Appartement en petite résidence - R612BON04,Logement,Les Rousses,39220,46.48434,6.061806,,218
Moulin de Maupertuis,Activité,Donzy,58220,47.3702405,3.1233984,L'ancien moulin à farine de Maupertuis date du 15ème siècle. Il se situe au cœur du vieux Donzy.,238
èMBé-Créations,Activité,Fontaines,71150,46.85373,4.76791,"èMBé-Créations réalise des bijoux artisanaux à partir de  verre de mer, ainsi que de pierre de Bourgogne, rehaussés de cristaux de couleur.",344
Gîte Château de Montboulon,Logement,Perrigny,89000,47.811472,3.5167003,"Au calme à la campagne, vous vous trouvez au cœur de la région viticole de Bourgogne avec des multiples activités.",462
Restaurant Chez Charles,Restaurant,Villers-le-Lac,25130,47.0589523,6.6704859,"La maison Chapuis ""Chez Charles"" est un magasin de produits régionaux avec un espace de restauration et bar.",176
La Petite Boutière,Logement,Chenôves,71390,46.671228,4.680355,,316
EARL Lépée Yves et Sylvie,Activité,Saint-Parize-le-Châtel,58490,46.8417015,3.22091007,,259
Taupenot-Merme,Activité,Morey-Saint-Denis,21220,47.1980367,4.9623522,,24
Ch'ti Gite Rando,Logement,Gien-sur-Cure,58230,47.136883,4.098344,,231
JURA RIDE - Location de vélo,Activité,Clairvaux-les-Lacs,39130,46.57148,5.74631,"Locations vélos classiques électriques, ateliers réparation, sortie sportives et sorties découverte du patrimoine gastronomique",189
Appartement - Les Crocus,Logement,Chapelle-des-Bois,25240,46.6002086,6.10575063,"Appartement meublé situé au rez de chaussée, vue dégagée sur le village et le Risoux.",198
Restaurant - Saint-EX,Restaurant,Autun,71400,46.9521659,4.28867062,Restaurant self d'une capacité de 150 personnes.,309
Piscine des capucins,Activité,Gray,70100,47.4336975,5.59177279,"La piscine des Capucins est une piscine couverte de 25 m de long, ouverte de septembre à juin.",280
Site d'escalade du Chanet,Activité,Entre-deux-Monts,39130,46.685307,5.80305,Ce site a une vraie vocation  à l'initiation et aux sorties familiales.,184
Auberge du Vieux Moulin,Restaurant,Le Breuil,71670,46.7947526,4.4841182,"Cuisine traditionnelle : cuisses de grenouilles, œufs en meurette... Repas de famille, groupes ou associations.",315
Chateau medieval d'oricourt,Site culturel,Oricourt,70110,47.5953331,6.39213323,Visite du château fort,306
Lavoir du bourg,Site culturel,Saint-Gengoux-le-National,71460,46.6139824,4.66240257,Il fut édifié en 1857 en remplacement d’un ancien lavoir. Le toit est soutenu par des colonnes de fonte. Sa taille est remarquable.,382
"Gîte de montagne ""Chez Nathalie""",Logement,Belfahy,70290,47.784068,6.735935,,292
La Grange,Logement,Dracy-lès-Couches,71490,46.888441,4.574914,,330
Gîte de Maubranche,Logement,Sainte-Marie,58330,47.136911,3.43657699,,254
Ecurie de la Vernade,Activité,Les Bordes,89500,48.0931789,3.3841142,"Écurie familiale proposant diverses activités équestres encadrées par un moniteur diplômé d’État. Poney-club affilié FFE.
Balades à cheval, randonnées",479
Les  Oyasses,Logement,Saint-Parize-le-Châtel,58490,46.85411,3.17349,,259
Les Audacieuses Librairie-Café,Restaurant,Nevers,58000,46.98978,3.16232,"Librairie cosy tenue par Amandine et Camille : livres neufs, conseils, commandes. Espace café pour lire, rêver ou travailler dans une ambiance cosy",251
Gîte du Pied des Vosges,Logement,Saint-Barthélemy,70270,47.74338,6.58726,,299
Les Ecuries de la Chaux Denis,Activité,Pont-d'Héry,39110,46.8675787,5.88486938,"École d’attelage à tout âge, en pleine nature.",223
Le croissant de lune,Restaurant,Belfort,90000,47.6311895,6.85636049,,489
Motonautique Sporting Club de l'Yonne,Activité,Auxerre,89290,47.7572706,3.5908349,"Initiation et perfectionnement, location de bateau club avec pilote et matériel.",426
Aux Cadollines,Logement,Romenay,71470,46.5244239,5.13527049,"Ferme bressane rénovée dans une grande propriété, au calme à la campagne. Chambres d'hôtes tout confort dans un cadre champêtre entrées indépendantes",365
La Creuse,Logement,Entre-deux-Monts,39150,46.640163,5.956036,,222
Appart O'key,Logement,Lure,70200,47.6799398,6.5013404,Appartement 2 pièces avec espace détente : sauna et baignoire avec hydromassage.,284
Le Belvoye,Restaurant,Damparis,39500,47.0696608,5.4135935,,193
Atelier denis perez,Activité,Pesmes,70140,47.2792441,5.56122534,,291
Hôtel-Restaurant Le Bourgogne,Restaurant,Cuiseaux,71480,46.4955366,5.38802944,"14 chambres et toutes équipées de douche, wc, télévision écran plat, wifi. Parking gratuit, box vélos et motos (sur réservation).",334
"Gîte ""Les Hauts de Morey"" : Aux Bonnes Mares",Logement,Morey-Saint-Denis,21220,47.201883,4.944695,"Les Hauts de Morey vous accueillent dans une ambiance unique à la ferme équestre!
Au cœur du vignoble sur la route des Grands Crus à Morey Saint Denis",24
Distillerie du Saut du Doubs,Activité,Villers-le-Lac,25130,47.0849935,6.70957707,"Sur le site naturel du Saut du Doubs, découvrez une distillerie artisanale spécialisée dans la création d'Absinthe et de Gin.",176
Boulangerie Cédric Goiset,Restaurant,Dampierre-sur-Salon,70180,47.5579624,5.67897773,"Réputée pour ses produits de qualité et son inspiration à l'heure des fêtes, cette boulangerie pâtisserie n'a qu'un seul objectif : vous régaler !",273
Gîte A mi-chemin (6 personnes),Logement,L'Abergement-de-Cuisery,71290,46.56814,4.9650588,"Gîte très bien équipé (classé 3 étoiles) et très spacieux. Idéal pour 4 personnes.
Vous vous sentirez comme chez vous !",335
Restaurant Pierre,Restaurant,Mâcon,71000,46.303407,4.8313528,"A l'agrément d'un cadre néo-rustique, chaleureux et soigné, s'ajoute une cuisine mariant habilement classicisme, terroir et modernité.",355
Les sapins 851b,Logement,Bonlieu,39130,46.6005109,5.85459709,,222
Point Bar,Restaurant,Sainte-Marie-sur-Ouche,21410,47.28466,4.794918,"Posé à côté du camping municipal de Sainte-Marie-sur-Ouche, ce bistrot mobile offre un point de rencontre convivial et joyeux.",21
Jojo Pizza,Restaurant,Champagnole,39300,46.74527,5.90824,"Pizzas cuites au feu de bois, à emporter uniquement.",184
La Guinguette de Druyes,Restaurant,Druyes-les-Belles-Fontaines,89560,47.5480522,3.4187069,La Guinguette la Cour Grenouille vous accueille pour un bon repas au bord de l'eau !,233
Anne Geoffray,Activité,Montmelard,71520,46.331223,4.409971,"Fabrication et décoration de carreaux, vases, coupes, boîtes en faïence.
Pièces réalisées en petites séries manuellement.
Décor unique peint à la main",358
Chantal Lanier - Appartement Larrey,Logement,Dijon,21000,47.3155981,5.0172701,,19
Le Plein Soleil - Appartement en résidence - R433BEC00,Logement,Les Rousses,39220,46.4877469,6.07062221,,218
Aquagym et cours de natation,Activité,Morbier,39400,46.5421366,6.0199578,,209
L'Entre-Deux,Restaurant,Billey,21130,47.14012,5.42584,"Petit routier sympa, avec une cuisine traditionnelle maison. Situé au bord de la nationale entre Auxonne et Dole, idéal pour une halte !",224
Le Temps d'une Pause,Restaurant,Saint-Claude,39200,46.390519,5.864384,,221
Golf Château de Chailly,Activité,Chailly-sur-Armançon,21320,47.272826,4.488636,,49
Maison des Forges,Logement,Buffon,21500,47.649364,4.273073,,40
Le Cottage,Logement,Fontaine-lès-Luxeuil,70800,47.8510257,6.3304601,,275
Le Pilou,Logement,Saint-Maurice-Crillat,39130,46.5752024,5.8051533,,189
Le Cellier Volnaysien,Restaurant,Volnay,21190,47.0015184,4.7817211,"A 5 minutes au Sud de Beaune, sur la Route des Grands Crus, le Cellier Volnaysien vous accueille dans la maison familiale, un ancien domaine vigneron.",38
Douce Comtoise,Activité,Aumont,39800,46.91085,5.63227,"Biscuiterie artisanale: biscuits sucrés ou salés, chocolats et produits régionaux (vins, terrines, miels) disponibles en boutique.",207
La Soranaise,Logement,Sorans-lès-Breurey,70190,47.3857148,6.04247694,"« La Soranaise » vous accueille toute l’année, vous séjournerez chez l’habitant dans l'une des deux chambres situées à l'étage.",296
La Grille Fleurie,Logement,Arthonnay,89740,47.9327134,4.2289864,"Bienvenue à Arthonnay, charmant village de pierres du Tonnerrois, où 2 chambres d'hôtes calmes et romantiques vous y attendent.",471
Chèvrerie du Mont Sombet,Activité,Les Guerreaux,71160,46.5393776,3.950205,"Nous sommes ravis de vous accueillir sur notre exploitation  où nous produisons fromages de chèvres, de vaches et de brebis.",366
Parc de Loisirs Saint-Nicolas,Site culturel,Châtenoy-en-Bresse,71380,46.7916907,4.9119125,"Vaste parc d’une centaine d’hectares il propose diverses activités : parcours santé, golf, équipements sportifs, yacht club, roseraie et restauration.",323
Vignobles Thevenet & Fils,Activité,Pierreclos,71960,46.3337367,4.6836429,,374
Duo Musical ISA et MAX,Activité,Saint-Agnan,58230,47.31793,4.09481,"Duo musical Isa et Max
Répertoire 100% français, des années 80 à nos jours ( style pop-disco, dance, pop rock).",57
Le gîte du Kiosque,Logement,Montagney,70140,47.286236,5.659631,,291
Détente & Spa Du Tram,Logement,Ronchamp,70250,47.69899,6.63298,Superbe loft rénové pour les escapades en amoureux en plein centre de Ronchamp.,297
Parfums de terroir,Activité,Taizé,71250,46.5123553,4.66862984,"Producteur de fruits rouges, retrouvez nos produits frais en saison et notre gamme de produits transformés tout au long de l'année.",329
Des Daines,Logement,Lavans-lès-Saint-Claude,39170,46.379834,5.741209,"Gîte de groupe situé au coeur d'un parc à daims vous accueille dans son écrin de verdure et de calme,",186
Écurie des Terres Rouges,Activité,Adam-lès-Passavant,25360,47.2976927,6.36109757,Découvrez les écuries des Terres Rouges à Adam-lès-Passavant (10 minutes de Baume-les-Dames) pour un moment 100% nature !,79
Escalade dans les Gorges de Narvau,Activité,Lormes,58140,47.2836543,3.8112259,,244
Soupe de la sorcière à Epoisses,Activité,Époisses,21460,47.509232,4.173022,,61
Digioia-Royer,Activité,Chambolle-Musigny,21220,47.1851496,4.9530697,,24
Is-Agite,Logement,Is-sur-Tille,21120,47.5236681,5.11238579,,26
Maison familiale rurale Les Deux Vals,Logement,Les Fins,25500,47.081754,6.641579,,108
Au Bureau,Restaurant,Vesoul,70000,47.634045,6.139787,,305
Lac de Marcilly-sur-Tille,Paysage,Marcilly-sur-Tille,21120,47.51983,5.12749,,35
Richoux Gabin et Félix,Activité,Irancy,89290,47.71407,3.66904,,458
Le Scènacle,Activité,Besançon,25000,47.2334131,6.0272287,"Le Scènacle est le lieu où les énergies créatrices convergent, se retrouvent, explorent, et y exposent une vision du monde.",81
Les Créas Fasyl,Activité,Sauvigny-les-Bois,58160,46.98031,3.23202,,257
La Tanière,Logement,Bussy-le-Grand,21150,47.575176,4.514572,A proximité de grands sites touristiques de l'Auxois,70
Rontets,Activité,Fuissé,71960,46.274888,4.743407,,373
La Forge,Logement,Sainpuits,89520,47.5193696,3.2575952,"Situé entre les vignobles de Chablis et Sancerre, notre ancienne forge (la forge), magnifiquement rénovée, dispose de trois chambres (6 pers.).",473
Le Domaine de Rochefort,Logement,Dissangis,89440,47.60508,3.978417,,442
La Cabiotte à Pizzas,Restaurant,Poligny,39800,46.83485,5.70852,"Pizzas à emporter : Le goût de l'Italie avec un choix de recettes classiques, mais pas seulement ! Peuvent être dégustées sous format roulé ou plié.",216
Maison d'hôtes - Les Bellui's,Logement,Les Rousses,39220,46.4857023,6.0605265,,218
Boulangerie Saint Martin,Restaurant,Vesoul,70000,47.637442,6.142934,"La Boulangerie  Saint-Martin propose à la vente la baguette ""Haut-Saônoise"".",305
Jean Guy Pierre et Fils,Activité,Aloxe-Corton,21420,47.0631464,4.8627143,,28
Au Bon Accueil,Logement,Auxant,21360,47.121887,4.625839,,4
Eglise Saint-Martin,Site culturel,Aluze,71510,46.8473588,4.68561291,"L'église Saint-Martin d’Aluze a été pratiquement reconstruite en entier entre 1855 et 1858 par l'architecte des édifices diocésains, Félix Narjoux.",360
Mise au Verre,Logement,Premeaux-Prissey,21700,47.111897,4.933571,,44
Gîte d'étape Spéléo,Logement,Montrond-le-Château,25660,47.143747,6.04509919,Le gîte de Montrond accueille les groupes et les familles (2 à 40 pers.) désirant découvrir la région.,109
Gouges Henri,Activité,Nuits-Saint-Georges,21700,47.137456,4.9458611,"Situé à Nuits-Saint-Georges au cœur de la Côte d'Or, la famille GOUGES exploite une très belle palette de Bourgogne, Village et 1er Cru sur la commune",44
Le Clos Fougeret,Logement,Évette-Salbert,90350,47.675499,6.796611,,500
Les Rives du Bourdon,Logement,Saint-Fargeau,89170,47.637829,3.075459,A seulement 15 minutes du parc animalier de Boutissaint et du Chantier Médiéval de Guédelon,460
Musée de la Lunette,Activité,Hauts de Bienne,39400,46.5210155,6.0223013,"Le Musée de la lunette : un musée unique en France, une collection unique au monde.",201
